chr	start	end	DMSO-1	DMSO-2	DMSO-3	DMSO-CD19-1	DMSO-CD19-2	DMSO-CD19-3	GSK-1	GSK-2	GSK-3	GSK-CD19-1	GSK-CD19-2	GSK-CD19-3	PBMC-1	PBMC-2	PBMC-3	PBMC-CD19-1	PBMC-CD19-2	PBMC-CD19-3
7	60282894	60283144	2	0	4	42	28	46	23	35	35	7	0	4	36	38	6	11	6	2
22	13254156	13254706	10	2	11	114	84	105	97	83	91	12	14	12	106	119	44	16	2	8
11	52779847	52780096	2	2	2	138	109	93	84	118	121	50	38	34	87	89	46	54	31	38
10	41335676	41335807	17	16	16	0	0	2	0	0	0	6	24	2	0	0	2	10	10	16
11	54174458	54174638	1	0	0	71	28	37	30	51	36	8	18	14	36	44	12	22	18	15
15	19315026	19315630	4	2	0	57	49	42	40	52	53	4	5	4	49	50	8	6	14	4
X	115868034	115868403	8	8	14	257	282	282	167	139	180	16	28	16	149	103	272	27	29	26
22	14601879	14602080	4	7	2	144	68	104	73	100	70	12	16	4	82	72	20	8	6	10
21	11553492	11553736	6	0	0	52	43	66	44	58	67	26	18	14	32	70	16	22	10	20
10	41581621	41581943	0	0	4	61	43	42	42	50	57	15	36	16	56	58	22	26	16	16
15	18845187	18845854	6	4	2	120	93	124	68	74	90	14	14	4	89	96	30	8	10	20
15	19286923	19287213	4	0	8	52	32	30	42	18	28	0	8	4	43	30	20	8	1	4
15	18488194	18488316	0	0	0	28	9	20	6	6	11	0	0	0	8	18	2	0	2	0
5	48813308	48813566	8	2	2	172	131	119	131	106	156	26	44	31	128	128	38	36	44	26
4	51075385	51075745	2	4	2	144	105	124	84	109	94	41	42	34	115	111	12	45	38	38
15	18383493	18383603	0	0	0	19	12	11	14	5	13	3	0	0	16	12	0	0	4	0
19	25594111	25594296	1	2	0	45	29	45	32	32	45	2	12	4	40	44	6	20	3	8
7	58257029	58257220	1	4	4	20	36	31	16	23	23	4	6	0	23	25	10	0	0	2
15	19672282	19672548	0	1	0	42	14	19	27	14	18	0	2	2	31	23	9	4	4	3
7	60822233	60822369	0	0	2	28	18	16	14	6	16	0	0	2	22	14	10	2	2	0
15	18623587	18623993	2	2	4	44	35	53	58	42	39	8	12	0	50	39	20	10	2	6
7	60103830	60104073	4	1	4	52	47	51	34	23	39	0	2	3	54	35	14	10	6	8
4	51401287	51401540	2	0	0	54	43	52	40	48	43	7	12	11	30	29	8	14	8	10
X	121044082	121044298	0	0	0	22	8	14	10	12	13	11	5	0	17	8	48	4	2	0
Y	11554287	11554521	51	41	21	0	2	0	23	34	26	42	45	37	20	26	38	48	41	32
5	49289487	49289883	2	6	0	94	96	70	52	72	104	18	32	30	64	82	20	22	20	32
5	47654837	47655098	134	117	88	10	4	4	6	10	12	53	79	50	11	4	2	62	39	62
7	63757639	63757739	3	2	5	82	110	115	54	69	86	7	6	16	58	58	138	12	15	18
7	58778130	58778396	5	6	0	39	26	40	30	38	38	6	7	2	34	28	4	2	0	6
X	131747219	131747430	4	3	2	46	61	70	28	30	42	2	1	3	37	23	72	4	8	6
4	50573622	50574174	2	10	4	174	167	184	157	158	166	37	61	32	173	133	30	53	50	58
7	60458281	60458421	0	2	0	27	14	20	11	16	12	0	4	2	13	10	2	0	0	0
4	51093022	51093405	4	4	0	92	80	90	70	74	97	38	46	24	68	94	24	48	62	32
X	131802823	131803422	4	10	7	82	115	119	74	76	68	8	8	4	70	36	86	15	2	10
9	43650714	43651051	0	6	0	40	48	48	56	59	42	14	22	22	51	46	6	22	30	16
7	60035591	60035770	0	0	2	47	29	30	27	41	23	4	6	3	31	27	8	4	2	4
19	26295601	26295839	2	4	2	45	28	24	36	36	40	0	14	8	28	40	8	22	0	14
Y	11551821	11551987	34	27	18	0	0	0	10	8	10	21	56	19	14	16	12	35	28	35
4	50989714	50990081	2	0	4	69	64	66	65	64	84	23	20	18	86	67	16	18	12	21
15	19568606	19569046	2	3	5	62	26	58	24	41	51	5	8	3	44	47	28	6	4	0
Y	11582790	11583022	23	14	25	0	0	0	2	8	17	24	29	26	14	14	12	30	22	45
11	51996265	51996589	0	0	4	36	33	53	33	30	30	16	12	4	47	24	2	6	8	4
X	42778264	42778386	0	0	2	12	14	4	18	19	16	2	0	8	12	15	33	6	0	0
X	131704268	131704663	6	5	4	53	107	90	69	63	64	3	14	8	47	46	54	8	4	2
10	41504963	41505069	0	0	0	26	16	12	25	23	18	3	14	3	26	16	12	10	12	0
5	47699654	47699718	4	0	0	14	12	17	16	18	12	0	2	0	19	22	18	6	0	6
1	123766058	123766297	0	0	2	50	35	52	30	35	25	10	12	6	28	31	2	18	7	10
7	59858312	59858518	8	0	2	24	28	39	14	25	27	3	2	6	28	16	0	0	8	4
4	50973946	50974123	0	2	0	64	24	42	44	40	43	8	18	14	27	56	18	10	15	13
4	51185481	51185727	4	4	2	148	135	98	120	122	126	54	65	32	104	121	14	62	64	52
6	59264766	59264977	2	0	2	32	35	33	24	27	40	0	6	3	24	33	27	9	8	4
18	16919742	16919889	0	0	2	18	3	24	10	18	19	0	1	0	17	15	12	0	4	5
4	50720730	50721005	2	6	3	174	111	138	129	118	125	68	72	53	166	106	28	70	68	72
X	119800167	119800268	0	0	0	14	8	14	17	14	9	0	0	0	0	6	26	4	2	2
7	60284524	60284717	0	2	0	23	22	24	13	25	13	1	2	2	30	21	14	4	8	0
1	123725609	123725723	0	0	0	11	15	27	21	16	20	2	4	2	28	22	10	6	4	0
10	40036906	40037128	13	17	18	2	0	0	2	0	0	7	12	12	0	0	0	11	8	13
Y	2935013	2936184	52	51	40	2	8	8	66	54	88	312	230	237	64	44	96	151	210	149
7	60529151	60529351	0	0	2	34	18	29	12	14	16	0	2	0	7	28	4	12	4	6
11	53125602	53125936	6	6	2	82	53	38	58	45	65	0	15	4	52	53	8	10	16	9
7	60412292	60412477	4	0	0	19	25	26	16	14	13	2	2	0	16	4	0	3	2	0
11	51886630	51886781	0	0	0	34	26	20	22	32	36	6	10	12	30	35	14	10	12	4
5	47934595	47934718	66	53	54	8	4	5	2	2	3	28	30	22	6	4	0	34	39	26
1	124459904	124460040	0	0	1	18	22	18	21	16	17	0	7	4	26	22	0	6	6	6
11	53058308	53058543	8	8	0	101	88	98	74	56	55	20	12	18	82	63	16	20	4	13
X	115867032	115867184	4	2	8	67	50	47	38	60	51	6	5	0	43	44	19	7	17	4
21	12436128	12436410	40	33	61	4	4	0	10	2	3	30	41	18	12	6	0	26	16	22
4	50357102	50357326	0	0	2	59	38	37	23	32	44	10	14	4	26	46	6	14	12	10
Y	20285526	20285735	24	22	10	0	0	0	2	14	6	29	34	17	6	2	2	25	16	21
9	44997245	44997378	0	0	0	38	22	30	24	30	22	4	20	6	15	30	6	18	6	4
11	52469782	52469959	0	0	0	25	18	40	24	30	32	8	18	6	34	19	30	16	10	12
21	11149207	11149265	0	0	0	10	12	18	17	10	19	5	4	0	17	18	25	8	0	4
4	189233558	189235469	1647	1376	1522	82	65	59	146	129	102	939	1080	979	139	120	357	1185	1002	850
7	59391539	59391727	0	0	0	32	16	18	10	12	20	2	6	0	12	10	2	9	2	0
15	19484355	19484688	9	0	0	50	38	35	35	50	43	8	4	14	37	45	16	4	15	15
11	51374416	51375030	2	16	18	287	299	279	204	217	279	106	114	98	280	241	56	117	86	60
Y	2857111	2857312	2	0	0	0	0	0	3	6	6	36	23	22	10	2	10	16	8	10
5	48586621	48586845	0	2	0	20	23	33	30	19	36	4	12	4	12	20	0	4	2	6
7	58696202	58696332	0	0	2	15	10	23	15	11	12	0	3	0	12	16	1	4	0	0
11	51765839	51766113	2	2	2	95	99	99	68	92	98	22	30	20	86	83	24	44	50	36
21	12463300	12463566	8	2	8	118	94	88	83	75	64	3	17	4	76	54	14	16	6	14
5	177116952	177117118	0	6	2	44	79	70	42	72	77	45	52	60	42	45	102	31	70	45
21	11554574	11554834	0	2	0	47	41	46	26	42	36	16	20	16	36	53	8	20	17	12
X	49323885	49323974	2	0	2	21	29	38	26	22	33	1	7	5	28	27	95	7	20	3
7	59700098	59700217	2	0	0	17	6	20	10	14	24	0	0	3	9	14	4	1	0	0
11	51722900	51723089	0	2	0	37	32	36	37	52	48	10	21	14	48	36	10	12	14	22
10	40445111	40445251	0	2	2	21	7	0	28	28	34	35	30	17	27	26	29	27	33	30
5	486852	487532	1	3	4	56	58	51	45	44	37	6	14	6	45	51	303	20	19	12
18	16114359	16114553	2	0	4	31	17	31	12	15	14	0	14	0	21	18	6	6	0	5
3	184753459	184754090	2	0	4	24	30	36	17	14	10	1	3	2	16	12	53	2	0	2
7	61406314	61406704	4	4	1	45	32	40	36	32	44	0	4	1	28	15	6	4	4	4
11	1641611	1641940	7	0	3	29	34	33	30	20	23	4	13	14	23	36	116	10	11	0
4	50809169	50809543	4	11	4	254	166	186	158	188	199	42	86	36	179	191	56	86	57	85
4	50556006	50556300	24	30	10	705	504	649	549	578	594	223	272	178	588	656	380	229	225	253
X	115882966	115883335	24	13	10	207	264	254	116	104	145	10	16	18	150	124	285	30	24	13
4	50802889	50803091	0	4	2	52	36	57	18	24	40	22	16	12	33	36	0	16	12	8
11	53326831	53326942	0	0	2	39	26	32	28	36	32	11	5	4	30	42	40	12	20	19
10	68308845	68308984	0	0	2	6	12	21	6	8	19	0	0	0	10	8	16	0	1	0
11	52332162	52332307	0	0	0	42	18	24	18	21	21	6	4	2	26	26	10	6	6	2
4	51425308	51426349	10	12	12	388	362	416	264	316	378	140	190	115	366	344	50	146	118	108
4	50906672	50906948	11	6	0	63	41	50	40	40	42	12	20	0	51	40	8	15	26	16
21	11117304	11118101	20	24	26	230	146	196	120	134	160	4	16	8	138	138	62	22	8	20
X	115735248	115735387	11	9	8	110	155	133	64	75	81	10	6	7	67	61	188	8	18	6
19	26992771	26992967	0	0	0	32	24	30	22	28	22	4	4	10	38	20	14	6	6	6
4	51281758	51281912	0	0	1	45	30	25	16	38	32	10	10	8	35	32	2	10	6	8
X	5303333	5303508	1	1	0	15	20	12	11	8	23	0	1	0	10	8	0	0	0	4
15	19572097	19572477	2	2	2	47	29	27	30	38	24	4	2	0	26	30	6	4	2	2
22	15052823	15053006	6	6	2	32	28	20	20	26	30	0	4	1	22	31	2	0	4	2
17	36183833	36184019	10	0	2	77	95	77	56	54	103	33	29	32	62	65	98	36	37	32
19	27061463	27061582	0	0	0	26	20	24	12	15	20	4	0	2	24	13	2	4	8	4
4	9270077	9270218	0	11	2	73	56	67	56	60	62	3	22	11	48	35	14	22	7	17
11	54197149	54197280	0	0	0	40	17	21	22	23	34	9	16	8	32	20	12	7	8	2
22	13131750	13131860	0	2	0	20	17	15	19	26	15	0	2	2	16	14	0	12	6	2
Y	11533559	11533688	36	32	36	4	0	0	20	22	16	30	58	28	16	14	4	41	35	52
9	72851063	72851298	15	0	6	24	31	37	21	30	26	9	15	0	17	22	26	0	26	9
19	26131048	26131164	0	2	0	20	23	28	17	16	19	2	8	2	21	25	20	3	0	4
8	121417970	121418157	0	0	3	16	15	24	14	14	37	0	10	0	12	14	28	6	6	6
X	65742408	65742585	2	0	3	31	8	11	9	0	11	0	0	6	15	8	10	0	0	0
4	49746644	49746990	2	4	4	160	101	116	97	108	110	40	44	24	94	94	10	47	37	29
X	115856048	115856453	10	21	8	262	271	270	160	129	170	16	26	12	132	100	244	30	28	32
13	46184283	46184685	22	16	0	103	144	140	116	129	127	95	88	91	97	112	247	66	61	66
4	51419210	51419320	0	0	0	30	22	34	28	30	15	4	14	2	16	22	16	11	8	14
11	52913777	52913961	9	0	0	37	31	28	19	27	19	0	9	4	24	16	12	10	4	2
X	145409772	145409900	2	0	0	26	9	8	12	13	10	2	0	3	6	16	38	0	0	4
7	60401112	60401399	10	2	0	88	69	63	41	68	55	8	12	8	48	53	20	9	20	8
4	50454605	50454712	4	0	2	20	35	22	31	20	21	5	14	1	30	32	0	4	4	2
11	53930259	53930464	0	4	0	26	28	32	26	26	31	0	12	2	10	23	10	10	8	6
15	19701480	19701667	0	0	2	36	18	14	13	20	18	2	2	0	12	16	2	6	0	4
4	51509107	51509352	1	0	0	41	26	42	45	25	22	12	24	4	33	30	10	13	11	9
12	34850045	34850217	0	4	2	28	30	23	22	14	20	4	4	0	22	20	24	4	0	4
11	51842069	51842352	8	0	9	117	125	108	78	130	84	40	48	39	106	102	36	47	38	46
10	40889932	40890044	0	6	0	3	2	6	29	22	26	16	44	14	40	33	14	41	38	12
X	153133319	153133719	4	0	0	30	27	14	25	27	21	11	5	10	23	24	124	8	12	2
7	63753414	63753533	2	2	2	66	81	104	28	65	57	7	12	18	63	37	68	12	8	8
4	50327329	50327475	0	0	0	25	40	27	18	22	25	4	8	18	30	15	10	6	5	3
X	42476955	42477091	2	2	0	14	9	16	2	13	19	0	4	0	6	23	26	6	0	0
22	13698663	13698798	0	5	0	25	26	18	22	22	27	4	2	2	18	18	12	0	2	4
11	53795948	53796102	0	2	0	42	13	18	16	26	15	17	18	18	30	27	0	12	16	14
15	18799478	18799611	0	0	0	12	5	27	6	13	12	1	5	0	6	18	0	0	2	0
6	89239518	89239734	0	0	0	22	30	22	28	20	22	20	18	31	15	19	42	10	18	11
4	49816210	49816284	0	0	0	30	22	14	15	34	28	6	12	4	28	22	34	12	14	6
X	19123	19613	0	6	6	71	136	77	63	75	84	57	68	36	50	27	127	34	48	24
11	77405534	77405939	0	0	10	32	35	40	40	46	40	42	27	35	24	26	112	29	26	20
7	58217266	58217840	5	4	9	150	148	139	72	88	100	4	24	19	95	80	26	32	8	18
13	16380637	16380802	0	5	0	36	22	30	23	7	16	0	0	2	14	8	6	4	6	4
X	55379624	55379774	0	1	0	12	8	11	12	4	18	0	0	4	12	9	46	2	6	0
1	124007395	124007606	4	7	2	160	125	116	90	117	133	26	38	36	114	132	22	36	18	21
1	45785691	45785895	0	0	6	18	31	42	35	30	41	31	34	23	36	37	104	17	12	22
5	48939851	48940167	2	0	6	64	44	64	56	72	56	10	34	18	74	66	8	22	24	16
9	127905713	127905972	10	1	0	35	72	47	50	44	47	58	46	32	55	37	112	18	18	12
9	60588588	60588698	0	2	0	40	23	27	14	15	25	10	2	6	22	15	0	15	16	6
19	25353529	25353660	0	0	4	34	28	27	25	29	38	2	6	2	34	29	16	15	10	5
10	40190154	40190374	21	14	5	0	0	0	4	2	0	8	13	16	0	0	0	8	11	8
7	58889388	58889595	2	4	0	34	33	22	15	24	20	2	10	2	29	27	8	2	0	2
4	51113676	51114005	0	8	0	62	44	36	32	49	46	9	28	14	52	40	16	20	14	10
21	11024178	11024403	4	7	0	35	38	21	30	22	20	0	2	2	34	24	2	6	4	14
X	425519	425615	0	0	0	14	10	9	15	6	17	0	6	0	9	11	26	5	0	4
2	36823508	36823581	0	3	0	12	8	18	8	5	18	0	0	10	10	14	18	0	6	0
14	17958161	17958289	46	39	34	0	1	2	6	10	2	18	26	25	2	2	8	22	30	28
11	1294635	1294960	0	1	0	16	18	10	9	5	33	0	1	0	17	14	12	6	8	1
7	58433891	58434023	0	0	4	39	24	28	14	24	18	6	4	4	23	21	8	2	0	4
2	71769832	71770148	4	10	0	18	21	16	22	31	15	5	2	0	20	27	34	13	5	0
4	50538667	50539160	6	4	2	179	135	152	114	128	132	33	47	42	106	109	54	66	56	51
4	51161263	51161587	4	17	3	174	166	187	151	189	180	55	39	27	125	170	28	67	38	58
14	17874105	17874484	11	10	10	136	166	164	112	159	153	14	32	10	128	129	10	18	10	19
3	94626563	94626675	0	0	0	14	4	15	8	10	12	0	2	0	12	8	27	6	0	1
7	62509148	62509326	2	0	2	36	24	22	25	24	23	7	6	6	43	31	4	0	7	2
19	25476099	25476389	260	270	244	18	18	10	28	14	16	122	174	107	30	10	12	113	126	132
7	58184236	58184365	0	0	0	21	28	25	29	21	24	2	5	6	22	22	6	4	5	4
7	60475999	60476168	1	0	0	25	20	33	17	16	19	8	4	0	11	24	2	3	2	6
10	41068405	41068668	10	4	0	100	64	80	80	82	80	60	85	46	86	58	42	63	74	56
9	43452742	43453178	14	4	0	102	79	77	53	100	108	30	54	16	91	85	30	42	23	33
10	41509587	41510120	6	2	0	62	41	58	41	68	86	38	52	38	57	50	12	66	46	42
5	56757156	56757233	9	0	0	8	1	15	10	11	10	2	0	4	17	9	22	0	0	0
X	115879957	115880331	10	11	16	207	300	315	118	146	136	22	18	12	134	97	250	38	28	25
2	168013670	168013884	0	0	2	25	19	28	30	34	29	26	22	24	36	23	78	22	29	24
11	51862339	51862689	0	2	2	54	53	64	46	73	38	12	20	14	50	40	8	25	18	20
X	115853074	115853399	20	10	8	188	249	229	134	144	113	24	16	18	141	123	242	26	28	12
19	48510684	48510770	0	0	7	33	47	43	36	25	30	30	21	26	35	27	80	15	16	6
5	47728598	47728856	6	0	6	60	72	85	63	50	72	17	18	9	71	80	6	20	23	18
5	48442848	48443161	4	4	0	34	40	40	22	31	37	14	3	5	40	26	12	0	13	8
7	59908807	59909067	0	2	0	28	28	24	36	27	20	5	4	4	28	34	4	2	5	4
6	59506936	59507074	2	0	4	42	17	44	21	26	17	2	4	2	26	15	8	4	2	0
10	40940422	40940547	14	15	17	2	0	0	0	0	0	6	22	2	0	0	0	6	4	6
4	50629289	50629460	0	0	2	50	18	52	26	27	45	4	11	6	27	28	8	12	16	12
5	49393242	49393466	0	4	4	52	38	30	36	29	28	10	0	8	34	36	18	8	8	30
10	40910406	40910534	18	8	17	0	0	0	0	0	2	3	14	6	2	0	0	11	17	6
Y	26651378	26651445	26	16	11	0	0	0	10	6	3	23	18	12	2	8	42	29	22	12
14	72688165	72688347	2	0	0	10	22	22	18	8	14	0	15	2	12	19	64	10	4	9
11	53697989	53698048	0	2	1	32	25	22	32	28	28	5	8	11	18	36	16	14	0	4
7	59458844	59459010	0	0	0	25	21	16	11	17	17	2	14	0	17	11	4	2	5	2
10	41288055	41288231	7	5	7	2	0	0	18	20	24	29	22	16	22	10	0	32	8	25
7	58247351	58247468	0	1	0	24	12	26	18	10	22	2	3	0	17	7	4	4	2	0
X	131060382	131060519	0	0	2	17	20	6	5	5	7	0	8	0	21	10	33	0	2	2
11	51441667	51441833	0	0	0	10	6	14	24	8	18	0	4	4	14	14	0	6	4	0
4	50163625	50163887	2	0	0	43	47	30	23	37	37	12	13	7	18	44	6	20	10	18
19	26561138	26561308	0	0	0	30	22	32	19	25	18	9	4	8	28	16	2	10	8	4
21	9073555	9073681	0	0	10	17	22	23	10	18	16	4	8	10	12	28	74	16	6	0
4	51588843	51589081	0	2	0	30	30	43	16	28	39	12	16	2	39	27	8	15	8	10
6	108874523	108874738	0	0	4	29	24	18	30	27	53	34	21	30	32	27	88	20	17	10
X	119648066	119648324	6	2	0	28	45	29	73	48	72	52	20	64	40	56	116	16	26	24
X	43840599	43840744	0	0	3	7	16	12	8	11	14	0	1	2	15	9	32	6	0	0
Y	56753269	56753407	205	192	119	8	8	10	147	117	131	280	303	208	185	139	250	327	282	231
X	3882029	3882600	8	6	6	166	250	248	198	146	195	124	94	114	195	128	280	82	86	74
20	62523974	62524123	2	7	0	32	33	38	42	47	70	67	38	51	54	45	164	40	30	20
4	50922166	50922348	0	3	0	35	27	23	22	19	30	9	8	0	20	19	4	4	11	9
X	3899714	3900166	0	0	0	20	12	8	18	14	27	2	10	6	16	22	72	8	6	6
2	94504344	94504409	95	66	76	7	6	0	16	15	14	38	92	54	12	18	13	78	58	71
21	43565345	43565607	0	0	0	20	16	18	16	11	21	4	14	10	25	12	78	4	8	6
7	58634340	58634475	3	0	4	21	25	15	10	20	23	0	2	0	10	13	2	2	0	2
10	1235533	1235662	16	8	8	54	47	54	49	57	75	14	13	0	54	41	77	2	11	12
X	115870982	115871366	13	10	12	222	311	257	158	131	165	34	26	20	148	107	266	24	18	30
15	19226206	19226354	0	0	0	15	15	15	19	8	14	3	0	2	14	21	4	4	0	2
10	40934843	40935049	4	4	4	121	109	145	111	151	148	56	115	58	140	133	42	77	85	76
Y	7310994	7311125	6	2	4	0	0	0	4	5	11	28	11	37	2	6	33	26	6	24
14	17476906	17477134	4	10	6	37	26	35	25	27	18	8	6	0	20	18	7	10	0	0
8	19818103	19818345	8	0	18	66	114	82	85	87	98	90	59	72	66	70	224	63	67	48
16	16365404	16365550	5	0	1	46	55	70	35	40	62	16	12	14	27	29	71	21	9	9
Y	9377012	9377199	14	21	13	0	0	0	4	8	12	21	20	30	8	6	8	32	23	44
4	50457850	50457972	0	0	0	17	34	16	16	16	18	9	3	0	13	16	9	14	8	8
7	60150630	60150752	0	2	0	26	20	10	12	9	14	1	2	2	23	18	6	0	0	4
7	63750384	63750515	4	4	0	54	72	62	51	56	55	12	12	17	50	51	99	18	13	17
X	49568880	49569021	2	1	0	26	43	28	22	27	33	3	8	2	28	21	52	4	5	8
20	63732296	63732493	8	3	0	34	7	15	26	35	9	21	8	10	29	20	130	16	11	0
Y	20745126	20745317	6	2	2	0	0	0	2	0	4	29	14	12	0	2	14	12	8	24
Y	12593672	12593811	6	0	0	0	0	0	12	11	2	19	19	11	12	6	4	14	9	21
15	34555252	34555437	0	2	3	32	46	59	42	47	56	34	28	26	57	34	118	27	24	18
Y	9536259	9536487	11	12	11	0	0	0	12	2	4	24	12	19	2	6	0	36	12	10
15	18785547	18785660	0	0	0	16	7	7	11	10	8	2	0	0	15	12	0	0	4	0
4	51480388	51480838	0	2	2	58	48	57	35	50	52	10	14	16	34	69	12	24	20	10
4	50543228	50543370	2	4	0	42	21	26	24	26	22	10	11	2	36	33	4	15	0	6
15	64895772	64895847	0	4	0	6	29	37	32	39	28	22	25	29	32	20	74	23	18	23
7	58380387	58380523	0	0	0	19	18	13	5	11	13	0	2	0	12	7	0	1	1	6
X	133194986	133195236	2	4	0	16	12	17	8	8	13	0	0	0	8	7	40	0	4	2
1	123070639	123070937	250	232	244	22	16	14	20	24	20	100	140	98	32	18	4	143	130	144
X	93236071	93236143	0	2	4	10	10	15	5	9	6	0	0	0	6	14	24	0	0	0
13	17751846	17752317	6	17	22	193	170	173	116	149	131	10	20	6	172	100	34	19	22	20
X	123561582	123561677	4	0	0	15	17	14	6	6	1	4	0	0	10	9	26	0	2	0
19	57172237	57172462	8	0	0	37	39	54	33	24	31	18	31	27	32	17	88	34	15	21
X	91083307	91083428	0	2	2	14	12	8	10	6	8	8	2	0	17	11	38	0	0	0
4	51438032	51438149	0	0	0	30	20	30	30	19	36	8	13	6	24	18	13	9	6	8
1	16757525	16757721	0	4	0	25	28	33	48	34	36	22	35	16	42	27	47	27	8	17
X	153943523	153943597	3	0	0	10	7	10	18	8	15	0	12	3	0	14	32	7	9	0
15	18669126	18669280	0	2	0	22	8	15	6	13	25	2	2	0	27	17	4	0	2	2
X	153274620	153274758	0	0	0	13	10	10	10	18	17	4	0	2	12	6	58	6	3	2
Y	7290410	7290567	4	7	6	0	0	0	0	4	0	29	16	16	7	0	2	6	12	12
15	18999951	19000604	2	4	4	57	49	62	38	54	57	2	12	4	61	62	28	12	4	8
X	149586995	149587087	4	0	0	12	29	11	13	12	17	5	4	0	4	16	36	0	3	2
X	73882360	73882678	0	8	2	33	12	35	26	20	14	2	8	4	15	34	54	0	12	4
15	19175518	19175940	6	4	2	62	36	66	27	33	41	2	4	1	43	25	20	5	10	2
5	47674918	47675038	0	0	0	30	10	20	10	18	16	2	6	2	22	12	2	4	4	0
X	49186336	49186491	0	5	1	43	42	38	33	39	61	25	27	49	54	33	105	29	29	29
Y	11577184	11577358	19	11	8	0	0	0	14	8	9	24	43	14	9	2	8	34	25	19
1	6365167	6365434	2	6	1	23	76	46	64	62	58	104	81	88	54	54	131	46	51	67
6	59163009	59163418	284	266	255	28	14	30	18	28	20	158	156	124	8	26	12	144	136	167
19	48834667	48835310	2	8	0	64	45	58	43	68	80	12	33	18	74	46	71	23	18	34
22	13251503	13252367	28	10	8	210	154	198	150	155	150	22	18	10	150	142	54	24	14	14
2	55662549	55662657	2	7	0	2	15	11	0	18	27	0	5	0	10	10	32	9	6	1
14	17217576	17217717	0	0	0	14	14	9	16	12	20	4	18	4	24	16	0	17	6	2
Y	19077384	19077698	4	4	4	2	0	0	10	14	24	34	34	49	18	13	16	34	20	28
1	221741062	221741122	0	0	0	7	18	11	25	13	19	23	16	21	13	3	56	10	17	6
4	51456363	51456711	6	0	0	46	32	47	35	36	32	12	12	20	36	59	24	12	8	16
21	11560097	11560320	4	6	3	40	21	37	32	19	24	5	4	2	28	26	12	4	0	0
18	79015981	79017036	11	2	2	13	16	21	55	59	86	95	92	83	68	63	101	105	104	94
10	40015797	40016065	41	23	43	2	0	4	2	2	4	7	14	4	0	2	0	8	17	10
11	51817244	51817392	0	2	1	57	42	51	30	30	50	23	27	8	41	44	14	18	12	10
21	12097357	12097598	2	4	4	24	22	29	22	26	28	0	6	2	22	35	4	6	0	2
11	53965716	53965905	0	9	0	55	50	55	32	42	49	15	24	11	30	31	20	20	12	14
X	14382564	14382686	3	0	0	16	5	10	0	12	10	2	8	0	7	6	24	0	0	0
12	129817728	129818067	14	2	2	24	35	45	24	18	28	4	14	17	33	45	108	20	0	4
Y	26664409	26664480	14	19	19	2	0	0	12	14	12	35	29	35	14	10	66	45	35	21
15	18760137	18760412	0	2	1	22	43	28	18	34	36	1	6	7	39	23	6	3	4	9
10	40016896	40017076	29	25	9	2	0	2	0	2	0	10	12	4	2	0	0	10	11	11
7	131845695	131845835	0	0	11	12	13	11	6	13	6	0	9	0	6	10	42	7	9	0
7	59974003	59974138	2	1	0	17	22	11	14	24	12	1	0	0	16	26	2	6	3	2
X	45360787	45360925	0	0	0	14	26	7	11	12	5	0	0	0	10	1	6	2	5	0
7	59106177	59106470	6	4	0	40	37	32	38	38	30	2	16	5	44	45	8	6	2	4
21	6083838	6084041	0	6	1	2	17	0	32	19	16	24	24	10	12	9	46	13	29	29
4	51202877	51203087	2	2	2	39	40	37	30	48	41	12	11	14	45	42	0	8	14	8
4	51125140	51125474	10	24	10	466	318	339	340	298	294	74	142	88	293	326	40	112	106	108
12	72485165	72485333	5	11	9	14	17	7	11	22	10	0	0	0	13	22	36	9	9	0
1	124655995	124656206	0	0	4	34	32	30	18	22	31	2	12	2	28	24	4	12	7	4
11	51528991	51529145	0	7	7	36	32	16	20	16	17	0	4	0	28	16	4	6	2	10
X	115950180	115950262	0	0	0	23	21	6	8	8	8	3	2	2	3	8	29	0	12	0
1	124091857	124092128	38	44	28	4	4	3	10	5	0	32	8	12	2	3	0	26	30	10
1	123854125	123854266	0	0	0	28	25	23	12	22	30	6	14	6	21	24	3	9	4	6
4	50126982	50127170	4	0	1	20	35	23	20	29	19	14	2	3	25	29	8	6	4	0
5	48297071	48297225	0	0	1	23	39	29	14	32	43	11	4	14	25	31	13	16	8	8
X	124386772	124386860	2	0	0	15	16	4	17	12	17	0	2	2	0	3	24	1	0	2
7	59154262	59154636	8	10	0	58	41	70	45	42	52	12	8	4	47	35	12	6	11	2
10	41537821	41538053	0	4	0	41	18	38	24	46	41	26	21	17	16	36	4	25	19	25
Y	11557026	11557196	53	48	28	4	0	2	42	32	22	35	64	32	42	14	30	72	62	71
21	12015546	12015669	4	2	6	16	16	12	24	16	16	0	6	0	16	18	0	0	2	2
8	7738240	7738333	0	0	2	23	11	6	6	9	10	3	8	0	9	10	38	2	0	0
16	16551092	16551255	0	0	2	16	22	35	12	28	15	2	14	3	18	16	12	5	8	0
4	50029881	50030093	0	0	0	22	20	26	20	41	18	8	8	6	24	26	6	11	4	8
11	109062969	109063095	0	0	7	0	14	7	6	21	12	8	6	0	22	8	6	0	0	2
X	110431288	110431380	0	0	2	12	6	13	3	4	2	0	0	0	12	0	36	0	2	0
2	68717258	68717529	0	0	4	23	18	22	29	40	32	27	35	22	41	32	51	35	28	10
8	7573263	7573400	6	5	11	60	60	57	19	50	29	9	4	0	41	37	44	12	11	2
